Section,Variable Name,Label,Definition (Validated from Protocol),Additional Notes (Validated from Protocol),Optum CDM Implementation,R Code Implementation,Sync Status (OrigSpec/Protocol/Code),Sync Status Notes,Date Modified (Initials + Date),QC Reviewed (Initials + Date),Discrepancy Found in Original Program Spec
Section B: IE Criteria,Criterion 4 (INCLUSION),"Patients required to have evidence of FDA-approved MM oncology therapy in follow-up","Evidence of an FDA-approved MM oncology therapy in claims during the follow-up period is required. Identified via pharmacy claims (NDC) and medical claims (CPTs and HCPCS).","Protocol Section 4.2, Inclusion Criterion 5: Patients required to have evidence of MM therapy in follow-up. Corticosteroids alone do not qualify.","T_MEDICAL: PROC_CD. T_RX: NDC. Both in follow-up period (index_date to ENDDATE).","new_code.R line 946: IE criteria 'MM_FU_agents = 1'. Lines 2155-2157: follow-up therapy bounded by death date.",YYY,"All sources agree.",,,No discrepancy found. Aligned with protocol.
Section B: IE Criteria,Criterion 5 (INCLUSION),">=6 months CE with medical and pharmacy benefits before index date","Flag patients with >=6 months of Continuous Enrollment with medical and pharmacy benefits before the index date. The baseline period is fixed at six months before the index date. Patients with gaps in enrollment of <=30 days are considered continuously enrolled.","Protocol Section 4.2, Inclusion Criterion 3. Patients with >=3 months of CE from the index date (with no allowable gaps) flagged for sensitivity analyses, ending on earliest of health plan disenrollment or study period end for patients without death <3 months after index.","T_MEMBER_ENROLLMENT: ELIGEFF, ELIGEND. Enrollment spans with <=30 day gap allowance.","new_code.R line 954: IE criteria 'CE_b = 1'. Lines 1895-1927: Step 14_ce_flags.",YYY,"All sources agree.",,,No discrepancy found. Aligned with protocol.
Section B: IE Criteria,Criterion 6 (INCLUSION),">=1 day of CE starting on the index date","Flag patients with >=1 day of Continuous Enrollment starting on the index date. Follow-up period ends on the earliest of death or the study period end.","Protocol Section 4.2, Inclusion Criterion 4. Patients with gaps in enrollment of <=30 days are continuously enrolled.","T_MEMBER_ENROLLMENT: ELIGEFF, ELIGEND. Enrollment span must cover index_date.","new_code.R line 958: IE criteria 'CE_f = 1'. Lines 1913-1921: CE_f computation.",YYY,"All sources agree.",,,No discrepancy found. Aligned with protocol.
Section B: IE Criteria,Criterion 7 (EXCLUSION),"Evidence of another cancer in baseline period","Patients with >=2 non-diagnostic diagnosis codes on separate days, within 30 days, for the same primary tumor type and/or metastatic cancer. Only the first of the 2 codes is required to occur inside the baseline period.","Protocol Section 4.2, Exclusion Criterion 2: Specifies '>=1 inpatient or >=2 outpatient' codes distinction. Tab 44 contains other cancer codes. This is evidence of another cancer in the baseline period.","T_MED_DIAGNOSIS: DIAG matched against other malignancy codes (Tab 44). Paired dates within 30 days, first_dt in baseline.","new_code.R lines 2295-2339: Step 22_other_malig_flag. Lines 2330-2333: OTHER_MALIGN_FLAG with first_dt in baseline and diff_days <= 30.",NYY,"Spec: N - Spec says 'non-diagnostic' codes but code does NOT require non-diagnostic claims for other cancer (per line 2314 comment: 'Attrition table does NOT require non-diagnostic claims for other cancer'). Protocol: Y - Protocol does not specify non-diagnostic for other cancer. Code: Y - Code correctly omits non-diagnostic requirement.",,,"Discrepancy found: The spec mentions 'non-diagnostic diagnosis codes' for other cancer criterion, but neither the protocol nor the code requires non-diagnostic claims for other cancer identification. The code explicitly notes this (line 2314). The term 'non-diagnostic' appears to be erroneously carried over from the MM baseline diagnosis definition."
Section B: IE Criteria,Criterion 8 (EXCLUSION),"Pregnancy or childbirth during baseline or follow-up",">=1 medical claim with a diagnosis, procedure, or revenue code indicating pregnancy or childbirth during the baseline or follow-up period.","Protocol Section 4.2, Exclusion Criterion 3. Tab 45 (CL_PREG) contains pregnancy codes.","T_MED_DIAGNOSIS, T_MEDICAL (PROC_CD, RVNU_CD), T_MED_PROCEDURE. Spans baseline + follow-up period.","new_code.R lines 2170-2229: Step 20_pregnancy_flag. Unions dx, HCPCS proc, ICD proc, and revenue code events.",YYY,"All sources agree.",,,No discrepancy found. Aligned with protocol.
Section B: IE Criteria,Criterion 9 (EXCLUSION),Clinical trial participation during study period,"Evidence of clinical trial participation during each of the baseline and follow-up periods is flagged.","Protocol Section 4.2, Exclusion Criterion 4: 'Evidence of clinical trial participation during the study period will be flagged.' Tab 46 (CL_CLNTRIAL) contains codes. Note: Protocol says 'flagged' not mandatorily excluded.","T_MED_DIAGNOSIS, T_MEDICAL (PROC_CD, RVNU_CD), T_MED_PROCEDURE. Baseline and follow-up checked separately.","new_code.R lines 2231-2293: Step 21_clintrial_flag. Computes CLINTRIAL_BASELINE and CLINTRIAL_FOLLOWUP independently.",YYY,"All sources agree. Code correctly flags baseline and follow-up separately.",,,No discrepancy found. Aligned with protocol.
Section C: Final Study Population,ELIG_COH,"Patient level dataset for MM LOT algorithm","A patient-level dataset containing those patients for whom we would like to run the multiple myeloma LOT algorithm on. It is used as an input into the multiple myeloma LOT algorithm. The team begins with the requirement of >=1 inpatient or >=2 outpatient MM claims within 90 days, then applies all other IE criteria EXCEPT: 1) Evidence of another cancer (Criterion 7), 2) Pregnancy or childbirth (Criterion 8), 3) Evidence of RCT participation (Criterion 9). Patients meeting exclusion criteria 1-3 are INCLUDED in this build of the algorithm. The ELIG_COH dataset should include patient ID, index date, death date, study end date, number of follow-up days, and all IE criteria flags.","Protocol Section 4.2: 'Each inclusion and exclusion criterion listed below is flexible and may be applied at the study team's discretion.' The final population retains all IE flags for flexible downstream analysis. Patients with >=2 outpatient claims within 30 and 60 days also flagged in attrition table. Suggested to establish global variables and implement IE criteria using a function where follow-up period, allowable gaps, etc. can be modified. Only 1 day of CE required in follow-up for initial cohort build.","Output table: ELIG_COH_FINAL (or configured table name). Contains all columns from ELIG_COH_ALLFLAGS filtered by selected IE criteria, then earliest qualifying index_date per patient (ranked by INDEX_DATE, rn=1).","new_code.R lines 2349-2459: Steps 23-24. Step 23 (line 2350): ELIG_COH_ALLFLAGS assembles all flags. Step 24 (line 2436): ELIG_COH_FINAL applies IE criteria via WHERE clause then selects earliest qualifying index per patient (row_number PARTITION BY PATID ORDER BY INDEX_DATE, rn=1). Default exclusion toggles: apply_pregnancy_excl=FALSE, apply_clintrial_excl=FALSE, apply_other_malig_excl=FALSE (lines 415-418), matching spec instruction to include patients meeting criteria 7-9. cfg$final_table_name='ELIG_COH_FINAL'.",YYY,"All sources agree on final cohort construction with flexible IE criteria and exclusion defaults set to FALSE for criteria 7-9 as specified.",,,No discrepancy found. Aligned with protocol.
Protocol Gap: Study Time Period,STUDY_PERIOD,"Study Period date range","The study period spans 1 July 2015 to 30 June 2025. The identification period (during which index dates are determined) spans 1 January 2016 to 30 June 2025. The baseline period requires data from at least 6 months before the identification period start, hence the study period starts on 1 July 2015 to accommodate the earliest possible baseline.","Protocol Section 4.1 (Study Design): 'This study will use Optum CDM to identify newly diagnosed MM patients during the period of 1 January 2016 to 30 June 2025 (identification period).' Section 4.3 (Observation Period) and Figure 1: Study period 1 Jul 2015 to 30 Jun 2025. The 6-month gap between study start (Jul 2015) and ID start (Jan 2016) ensures all patients in the identification period can have a full 6-month baseline lookback.","Not a CDM field. These are study design parameters applied as filter predicates on CDM tables (e.g., WHERE FST_DT BETWEEN study_start AND study_end).","new_code.R lines 78-81 and 366-369: cfg$study_start='2015-07-01', cfg$study_end='2025-06-30', cfg$id_start='2016-01-01', cfg$id_end='2025-06-30'. These are configurable parameters used throughout all SQL WHERE clauses. Step 08a (line 1587): medical claims filtered to study period. Step 08b (line 1679): mm_dx_events filtered to ID period for index qualification.",NYY,"Spec: N - The original spec does not define STUDY_PERIOD, study_start, study_end, id_start, or id_end as explicit variables. These critical date parameters are only implied by the DataPrep page. Protocol: Y - Protocol clearly defines study period (Jul 2015 - Jun 2025) and identification period (Jan 2016 - Jun 2025). Code: Y - Code parameterizes all four dates as cfg variables.",,,"Missing from spec: The StudyPop page does not explicitly define the study period (1 Jul 2015 - 30 Jun 2025) or identification period (1 Jan 2016 - 30 Jun 2025) as named variables. These critical parameters are defined in the DataPrep page but should be referenced or echoed in StudyPop for completeness."
Protocol Gap: Study Time Period,BASELINE_PERIOD,"Baseline Period definition and purpose","The baseline period is the fixed 6-month (183-day) period immediately before the index date (index_date - 183 to index_date - 1). Its purpose is to identify patients previously diagnosed with MM. Patients not treated in the baseline are assumed to be smoldering until the point of treatment in the follow-up period.","Protocol Section 4.2, Inclusion Criterion 3: 'The purpose of the baseline is to create a period during which patients who were previously diagnosed with MM are identified; if treated in the baseline period, these patients will be excluded. If not treated in the baseline period, these patients will be assumed to be smoldering until the point of treatment in the follow up period.' This smoldering assumption is a key clinical interpretation not captured in the spec.","Not a CDM field. baseline_start = index_date - 183 days. baseline_end = index_date - 1 day. Applied as filter predicates on CDM event tables.","new_code.R lines 1901-1903: Step 14_ce_flags. baseline_start = date_sub(index_date, 183). baseline_end = date_sub(index_date, 1). cfg$baseline_days = 183 (lines 82, 370). Lines 2413: baseline_start and baseline_end carried through to ELIG_COH_ALLFLAGS.",NYY,"Spec: N - The spec defines CE_b referencing 'six months' but does not explicitly state the smoldering MM assumption or the clinical rationale for the baseline period. Protocol: Y - Protocol explains the smoldering assumption clearly. Code: Y - Code implements baseline_days=183 with explicit start/end dates.",,,"Missing from spec: The spec does not capture the protocol's key clinical rationale that untreated baseline patients are assumed to be smoldering MM until treatment in follow-up. This is important context for understanding why the baseline therapy exclusion exists (Protocol Section 4.2, Criterion 3)."
Protocol Gap: Eligibility Criteria,CORTICOSTEROID_EXCLUSION,"Corticosteroids-only not counted as MM therapy","Receipt of corticosteroids only (e.g., dexamethasone) does not constitute evidence of receiving an approved MM oncology therapy. This applies to both MM_FU_agents and MM_bl_agents determinations. Only oncology therapies (not supportive care steroids) qualify.","Protocol Section 4.2, Inclusion Criterion 5: 'Receipt of corticosteroids only (e.g., dexamethasone) will not be considered evidence of receiving an approved MM oncology therapy.' Also Section 2.2: 'EE feedback led to revisions in the first version of the LOT algorithm, principally, but not limited to, exclusion of corticosteroids by themselves as an MM treatment.' Section 5.1: 'All rules described below are based on oncology therapies only (e.g., not corticosteroids).' This is a critical rule that affects therapy identification throughout the study.","Implemented via the MM therapy code list (Tab 41 / CL_MMA_CODELIST). Corticosteroids (dexamethasone, prednisone) are in the code list with CL_MED_CLASS='STEROID' but are handled at the LOT algorithm level (lot_program.R), not at the StudyPop flag level. In StudyPop, any therapy code match (including steroids) sets the flag; the steroid-only exclusion is applied in LOT regimen classification.","new_code.R lines 2107-2163: Steps 18-19 match against mm_therapy_codes which includes steroids. The steroid-only exclusion is NOT applied at the StudyPop MM_FU_agents/MM_bl_agents flag level. lot_program.R handles steroid classification via CL_MED_CLASS='STEROID' in the rollup table (embedded_mma_rollup, line 234: dexamethasone/STEROID, line 235: prednisone/STEROID). The corticosteroid-only rule is applied during LOT regimen assignment, not patient identification.",NYN,"Spec: N - The spec mentions MM_FU_agents as 'FDA-approved MM oncology therapy' but does not explicitly state that corticosteroids alone do not qualify at the StudyPop level. Protocol: Y - Protocol is explicit about corticosteroid exclusion. Code: N - Code includes steroids in therapy codes for MM_FU_agents/MM_bl_agents flags; the steroid-only exclusion is deferred to LOT classification rather than being applied at the StudyPop inclusion/exclusion stage.",,,"Missing from spec: The spec does not explicitly state that corticosteroids alone do not count as evidence of MM therapy for MM_FU_agents or MM_bl_agents. The protocol is explicit (Section 4.2, Criterion 5). The code includes steroids in therapy event matching at the StudyPop level and defers the steroid-only exclusion to the LOT algorithm. This could cause patients on corticosteroids-only to be included/excluded incorrectly at the StudyPop stage."
Protocol Gap: Eligibility Criteria,FLEXIBLE_CRITERIA,"Flexible IE criteria application per protocol","Each inclusion and exclusion criterion is flexible and may be applied at the study team's discretion to refine the final study population. The sole mandatory requirement is that patients must have at least one inpatient medical claim or >=2 outpatient medical claims for MM during the study period AND no MM oncology therapy use during the baseline period.","Protocol Section 4.2 preamble: 'Each inclusion and exclusion criterion listed below is flexible and may be applied at the study team's discretion to refine the final study population. The sole mandatory requirement for cohort membership is that patients must have at least one inpatient medical claim or 2 outpatient medical claims for MM in any position on the claim during the study period and no MM oncology therapy use during the baseline period.' This means the only hard requirements are: (1) MM diagnosis qualifying criterion and (2) no baseline therapy. All other criteria (age, CE, pregnancy, clinical trial, other cancer) are optional flags.","Not a CDM concept. Implemented as configurable toggle parameters in the pipeline.","new_code.R lines 162-311: prompt_ie_criteria() function allows interactive selection of each criterion. Lines 392-431: cfg toggles for each criterion (apply_age_incl, apply_ce_b_incl, apply_ce_f_incl, apply_no_bl_agents_incl, apply_fu_agents_incl, apply_pregnancy_excl, apply_clintrial_excl, apply_other_malig_excl). Line 431: dynamic_ie_order=TRUE enables interactive ordering. Lines 924-1111: dynamic IE criteria application with real-time attrition counts.",NYY,"Spec: N - The spec describes individual criteria but does not capture the protocol's explicit statement about flexibility and the sole mandatory requirement. The spec's Section C partially addresses this but does not quote the mandatory requirement verbatim. Protocol: Y - Protocol is explicit. Code: Y - Code fully implements flexible criteria with interactive toggling and dynamic ordering.",,,"Missing from spec: The spec does not explicitly state the protocol's 'sole mandatory requirement' language or that all criteria beyond MM diagnosis and no-baseline-therapy are optional. This is critical context from Protocol Section 4.2 preamble that should be documented in the spec."
Protocol Gap: Eligibility Criteria,ALL_MM_DX_CODES,"All MM diagnosis codes to be considered (not limited to newly diagnosed)","All ICD-9-CM and ICD-10-CM diagnosis codes for multiple myeloma are to be considered for patient identification. The code list is not limited to those specifically indicated for newly diagnosed MM, because data in Optum CDM is collected primarily for health insurance and not research purposes.","Protocol Section 4.2, Inclusion Criterion 1 note: 'As data in Optum CDM is collected primarily for health insurance and not research purposes, all MM diagnosis codes are to be considered and the code list will not be limited to those specifically indicated for newly diagnosed MM.' This means both 203.0x (MM not otherwise specified) and broader 203.x codes are appropriate.","T_MED_DIAGNOSIS: DIAG field. Code list includes broad ICD-9 (203.x) and ICD-10 (C90.x) families, not restricted to specific sub-codes for newly diagnosed disease.","new_code.R lines 1617-1670: Step 08a_mm_dx_events_all uses mm_dx_codes which contains both strict (203.0x/C90.0x) and broad (203.x/C90.x) codes. Line 1649-1655: mm_dx_strict_flg distinguishes strict from broad codes. Strict used for inpatient qualifying; broad used for outpatient qualifying and base cohort. Code list loaded from CSV/embedded/ref table (line 1390-1399).",NYY,"Spec: N - The spec references Tab 42 for MM dx codes but does not explain the rationale for using broad codes or the insurance-vs-research context. Protocol: Y - Protocol explicitly states the rationale. Code: Y - Code implements both strict and broad code matching.",,,"Missing from spec: The spec references Tab 42 for MM codes but does not document the protocol's important note that all MM diagnosis codes should be considered because Optum CDM data is collected for insurance, not research purposes. This rationale (Protocol Section 4.2, Criterion 1 note) explains why broad codes (203.x/C90.x) are used for outpatient claims."
Protocol Gap: Eligibility Criteria,OTHER_CANCER_60_90_FLAGS,"Other cancer 60/90 day window flagging","In addition to the primary 30-day window for other cancer identification, patients with >=2 outpatient claims on separate days within 60 or 90 days apart should also be flagged for consideration. The protocol also distinguishes between >=1 inpatient claim vs >=2 outpatient claims for other cancer identification.","Protocol Section 4.2, Exclusion Criterion 2: 'Patients with either >=1 inpatient or >=2 outpatient ICD-9-CM or ICD-10-CM codes on separate days, within 30 days, for the same primary tumor type and/or metastatic cancer will be excluded (patients with >=2 outpatient claims on separate days within 60 or 90 days apart will also be flagged for consideration).' The inpatient (1 claim) vs outpatient (2 claims) distinction mirrors the MM diagnosis qualifying criterion.","T_MED_DIAGNOSIS: DIAG matched against other malignancy codes (Tab 44). T_MEDICAL: POS, TOS_CD, CONF_ID for inpatient/outpatient determination. Same inpatient identification logic as MM diagnosis (Approach 1 + 2).","new_code.R lines 2295-2339: Step 22_other_malig_flag. Current implementation only uses 30-day window (line 2330: diff_days <= 30) and does not distinguish inpatient vs outpatient. No separate 60-day or 90-day other cancer flags are computed. No inpatient single-claim other cancer flag exists.",NNY,"Spec: N - Spec mentions 30-day window only; does not implement 60/90 day flagging or inpatient/outpatient distinction for other cancer. Protocol: N - Protocol specifies both 30-day window AND 60/90 day flagging AND inpatient/outpatient distinction, but these are partially implemented. Code: Y - Code implements 30-day window only; no 60/90 day other cancer flags; no inpatient/outpatient distinction.",,,"Missing from spec: The spec does not include 60/90 day window flagging for other cancer or the inpatient (>=1 claim) vs outpatient (>=2 claims) distinction specified in Protocol Section 4.2 Exclusion Criterion 2. The code similarly only implements the 30-day window. Both spec and code should add other cancer flags for 60/90 day windows and distinguish inpatient from outpatient claims."
Protocol Gap: Data Source,DATA_SOURCE,"Optum Clinformatics Data Mart description","Data source is Optum Clinformatics Data Mart (CDM), a HIPAA-compliant, de-identified administrative claims database. Links enrollment and provider information with medical, facility, physician, and pharmacy claims, as well as outpatient laboratory results. Covers approximately 15-20 million lives annually across all 50 states. Membership restricted to individuals with both medical and pharmacy benefits. Service dates from January 2007 to present.","Protocol Section 4.4 (Data Sources and Collection): 'Data for this study were obtained from the Optum Clinformatics Data Mart (CDM), a HIPAA-compliant, de-identified administrative claims database. The CDM links enrolment and provider information with medical, facility, physician, and pharmacy claims, as well as outpatient laboratory results from major national labs. It includes service dates from January 2007 to the present, covers approximately 15-20 million lives annually across all 50 states, and restricts membership to individuals with both medical and pharmacy benefits.'","All Optum CDM tables: T_MEDICAL, T_MED_DIAGNOSIS, T_MED_PROCEDURE, T_RX, T_MEMBER_ENROLLMENT, T_MEMBER_CONT_ENROLLMENT, T_DOD, T_CONFINEMENT, T_SES (socio-economic). CDM version 9.0 per data dictionary header (dated 18-08-2025).","new_code.R lines 7-8: 'Validated against Optum CDM Data Dictionary v9.0 (18-08-2025) and Optum Business Rules document (30_08_2022).' Lines 57-71: cfg source tables mapped to CDM table names. Lines 73-76: use_quarterly_tables=TRUE for partitioned tables (t_<table>_YYYYqQ pattern). Line 59: cdm_schema='clnprw_optum'.",NYY,"Spec: N - The StudyPop page does not describe the data source or CDM characteristics. Protocol: Y - Protocol Section 4.4 provides comprehensive data source description. Code: Y - Code header documents CDM version and validates against data dictionary.",,,"Missing from spec: The StudyPop page does not document the data source (Optum CDM). Protocol Section 4.4 provides important context: HIPAA-compliant, de-identified, ~15-20M lives/year, both medical and pharmacy benefits required, service dates from 2007. This should be referenced on the StudyPop page or a dedicated Data Source section."
Protocol Gap: Mortality Data,DEATH_DATA_SOURCES,"Death data source ranking per protocol","Mortality data in the Optum CDM is captured from multiple sources ranked by priority: 1) CMS mortality information, 2) Social Security Administration Death Master File (DMF), 3) Facility claims where discharge status = expired, 4) Member coverage where reason for coverage discontinuation = death, 5) Electronic medical records (EMR), 6) Obituary data (externally sourced). This ranking determines which death record takes precedence when multiple sources exist.","Protocol Section 4.5 (Mortality Data): Lists all 6 death data sources in ranked order. Section 4.4: 'Data on mortality in the Optum CDM is captured from various sources to provide the most complete information on death available. As noted in Section 4.1, assigned date of death was used as a criterion to end the variable follow-up period.'","T_DOD: YMDOD field (year-month of death). The source ranking is pre-applied by Optum within the CDM; the T_DOD table provides the best available death record per patient. Code does not need to implement ranking - it uses the YMDOD field directly.","new_code.R lines 1950-2024: Step 15b_death_dt. Line 1966-1973: Extracts from T_DOD using YMDOD field. Lines 1975-1983: ranked by death_yr DESC, death_mo DESC to select most complete record per patient. Code does not implement source-level ranking as this is pre-applied in the CDM.",NYY,"Spec: N - The spec mentions death date generalization rules (15th of month, July 15th for year-only) but does not document the 6 death data sources or their ranking. Protocol: Y - Protocol Section 4.5 explicitly lists all sources. Code: Y - Code uses T_DOD.YMDOD which already reflects the CDM's source ranking.",,,"Missing from spec: The spec does not document the 6 ranked death data sources from Protocol Section 4.5. While the CDM pre-applies this ranking, documenting the sources is important for understanding data completeness and potential limitations (e.g., month-only vs year-only granularity depends on the source)."
